"location_type","location_id","name_en","name_kh","commune_kh","district_kh","province_kh","latitude","longitude","branch_id","source"
"village","01030303","Svay Sa","ស្វាយស","ពន្លៃ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030304","Svay Khmau","ស្វាយខ្មៅ","ពន្លៃ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030305","Kouk Ta Sokh","គោគតាសុខ","ពន្លៃ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030306","Pou Roam Bon","ពោធិ៍រាំបុណ្យ","ពន្លៃ","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030401","Rouk","រោគ","ស្ពានស្រែង","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030402","Mukh Chhneang","មុខឈ្នាង","ស្ពានស្រែង","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030403","Spean","ស្ពាន","ស្ពានស្រែង","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030404","Kouk Char","គោកចារ","ស្ពានស្រែង","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030405","Kandal","កណ្ដាល","ស្ពានស្រែង","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030406","Pongro","ពង្រ","ស្ពានស្រែង","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030501","Moat Srah","មាត់ស្រះ","ស្រះជីក","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030502","Srah Chhuk Khang Lech","ស្រះឈូកខាងលិច","ស្រះជីក","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030503","Srah Chik","ស្រះជីក","ស្រះជីក","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030504","Kouk Kral","គោកក្រោល","ស្រះជីក","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030505","Kouk Rumchek","គោករំចេក","ស្រះជីក","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030506","Kouk Ta Reach","គោកតារាជ្យ","ស្រះជីក","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030507","Kandal Khang Lech","កណ្ដាលខាងលិច","ស្រះជីក","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030508","Kandal Khang Kaeut","កណ្ដាលខាងកើត","ស្រះជីក","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030509","Srah Chhuk Khang Kaeut","ស្រះឈូកខាងកើត","ស្រះជីក","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030601","Phnum Dei","ភ្នំដី","ភ្នំដី","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030602","Ponley","ពន្លៃ","ភ្នំដី","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030603","Kouk Seh","គោកសេះ","ភ្នំដី","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030604","Thnal Dach","ថ្នល់ដាច់","ភ្នំដី","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030605","Bos Sbov","បុស្បូវ","ភ្នំដី","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030606","Trapeang Prei","ត្រពាំងប្រីយ៍","ភ្នំដី","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030607","Kamping Puoy","កំពីងពួយ","ភ្នំដី","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030608","Spean Khmeng","ស្ពានក្មេង","ភ្នំដី","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030609","Trang","ត្រាង","ភ្នំដី","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030610","Kamping Puoy Muoy","កំពីងពួយមួយ","ភ្នំដី","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01030611","Ponley Tbong","ពន្លៃត្បូង","ភ្នំដី","ភ្នំស្រុក","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040101","Samraong Touch","សំរោងតូច","ឈ្នួរមានជ័យ","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040102","Kouk Pongro","គោកពង្រ","ឈ្នួរមានជ័យ","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040103","Thma Koul","ថ្មគោល","ឈ្នួរមានជ័យ","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040104","Proput","ប្រពុត","ឈ្នួរមានជ័យ","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040105","Bantoat Baoh","បន្ទាត់បោះ","ឈ្នួរមានជ័យ","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040106","Kouk Treas","គោកទ្រាស","ឈ្នួរមានជ័យ","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040107","Chhnuor","ឈ្នួរ","ឈ្នួរមានជ័យ","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040108","Samraong Thum","សំរោងធំ","ឈ្នួរមានជ័យ","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040109","Ruessei Khang","ឫស្សីខាង","ឈ្នួរមានជ័យ","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040110","Ruessei Kandal","ឫស្សីកណ្ដាល","ឈ្នួរមានជ័យ","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040111","Ropeatt","រពាត់","ឈ្នួរមានជ័យ","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040112","Kouk Trach","គោកត្រាច","ឈ្នួរមានជ័យ","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040201","Chob","ជប់","ជប់វារី","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040202","Roul Chruk","រោលជ្រូក","ជប់វារី","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040203","Prasat","ប្រាសាទ","ជប់វារី","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040204","Krasang Thmei","ក្រសាំងថ្មី","ជប់វារី","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040205","Pradak","ប្រដាក","ជប់វារី","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040206","Chroab Thmei","ជ្រាប់ថ្មី","ជប់វារី","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040207","Chroab Chas","ជ្រាប់ចាស់","ជប់វារី","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040208","Kak","កក់","ជប់វារី","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040209","Kouk Lun","គោកលុន","ជប់វារី","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040210","Phnum Chonhcheang","ភ្នំជញ្ជាំង","ជប់វារី","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040211","Chakkrei","ចក្រី","ជប់វារី","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040301","Phnum Lieb Kaeut","ភ្នំលៀបកើត","ភ្នំលៀប","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040302","Phnum Lieb Lech","ភ្នំលៀបលិច","ភ្នំលៀប","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040303","Troyoung","ទ្រយោង","ភ្នំលៀប","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040304","Tro Louk Cheung","ទ្រលោកជើង","ភ្នំលៀប","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040305","Tro Louk Lech","ទ្រលោកលិច","ភ្នំលៀប","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040306","Tro Louk Tboung","ទ្រលោកត្បូង","ភ្នំលៀប","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040307","Laote","ឡោទេ","ភ្នំលៀប","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040308","Rumduol","រំដួល","ភ្នំលៀប","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040309","Pring Chuor","ព្រីងជួរ","ភ្នំលៀប","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
"village","01040310","Kantrab","កន្ដ្រប់","ភ្នំលៀប","ព្រះនេត្រព្រះ","បន្ទាយមានជ័យ","","","","NCDD_2024"
