"id","branch_id","market","market_kh","province","province_kh","district","district_kh","commune","commune_kh","village","village_kh","latitude","longitude","google_maps_url"
"96","BAN02","Samakum Kbalspen 24 Market","ផ្សារសមាគម កបាលសពេន 24","Banteay Meanchey","បន្ទាយមានជ័យ","Paoy Paet Municipality","ក្រុងប៉ោយប៉ែត","Paoy Paet Sangkat","សង្កាត់ប៉ោយប៉ែត","Poay Pet","ប៉ោយប៉ែត","13.659102","102.553944","https://www.google.com/maps?q=13.659102,102.553944"
"97","BAT10","Ouchra Market","ផ្សារអូរជ្រា","Pailin","ប៉ៃលិន","Pailin Municipality","ក្រុងប៉ៃលិន","Pailin Sangkat","សង្កាត់ប៉ៃលិន","","","12.869661","102.58322","https://www.google.com/maps?q=12.869661,102.58322"
"98","PRE","Peukanseong Kampong","ផ្សារពេុកានសេូង កំពង់","Prey Veng","ព្រៃវែង","Preah Sdach","ព្រះស្ដេច","Kampong Soeng","កំពង់សឹង","","","11.216165","105.347584","https://www.google.com/maps?q=11.216165,105.347584"
"99","PRE","Preksandeak","ផ្សារព្រេកសានដេាក","Prey Veng","ព្រៃវែង","Sithor Kandal","ស៊ីធរកណ្ដាល","Prey Tueng","ព្រៃទឹង","Prey Tueng","ព្រៃទឹង","11.845286","105.373005","https://www.google.com/maps?q=11.845286,105.373005"
"100","BAT04","Kok Khmum Market","ផ្សារកុក ខមុម","Battambang","បាត់ដំបង","Thma Koul","ថ្មគោល","","","","","13.271177","103.054454","https://www.google.com/maps?q=13.271177,103.054454"
"101","STU03","Reatrey Thida Sour Siem Pang Market","ផ្សាររេាត្រេយ ថីដា សអូរ សីេម ពាង","Stung Treng","ស្ទឹងត្រែង","Siem Pang","សៀមប៉ាង","","","","","14.117864","106.388964","https://www.google.com/maps?q=14.117864,106.388964"
"102","PNP08","Piphub Tmey Chomkadong1","ផ្សារពិភពថ្មី ចំការដូង១","Phnom Penh Capital","រាជធានីភ្នំពេញ","Dangkao Khan","ខណ្ឌដង្កោ","Dangkao Sangkat","សង្កាត់ដង្កោ","Khva","ខ្វា","11.511958","104.881482","https://www.google.com/maps?q=11.511958,104.881482"
"103","KAM03","Ang Phnomtouch Market","ផ្សារាង ភ្នំតូច","Kampot","កំពត","Angkor Chey","អង្គរជ័យ","Ankor Chey","អង្គរជ័យ","Angkor Chey Leu","អង្គរជ័យលើ","10.811567","104.655637","https://www.google.com/maps?q=10.811567,104.655637"
"104","PNP01","Kandal Market","ផ្សារកណ្ដាល","Phnom Penh Capital","រាជធានីភ្នំពេញ","Doun Penh Khan","ខណ្ឌដូនពេញ","Phsar Kandal Ti Muoy Sangkat","សង្កាត់ផ្សារកណ្ដាលទី១","","","11.569529","104.928196","https://www.google.com/maps?q=11.569529,104.928196"
"105","PNP05","Chom Po Von Market","ផ្សារចោមពៅវ័ន","Phnom Penh Capital","រាជធានីភ្នំពេញ","Pur SenChey Khan","ខណ្ឌពោធិ៍សែនជ័យ","Chaom Chau 3 Sangkat","សង្កាត់ចោមចៅទី៣","Prey Pring Khang Tboung 2","ព្រៃព្រីងខាងត្បូង២","11.532805","104.818125","https://www.google.com/maps?q=11.532805,104.818125"
"106","CHA04","Khar Market","ផ្សារខារ","Tboung Khmum","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","Sralab","ស្រឡប់","Sralab","ស្រឡប់","11.863431","105.735266","https://www.google.com/maps?q=11.863431,105.735266"
"107","PNP05","Pholpongro Market","ផ្សារផូលពូងរូ","Phnom Penh Capital","រាជធានីភ្នំពេញ","Pur SenChey Khan","ខណ្ឌពោធិ៍សែនជ័យ","","","","","11.519024","104.860663","https://www.google.com/maps?q=11.519024,104.860663"
"108","PNP05","Lorn City Chom Chao Market","ផ្សារលូរន កីតយ ចោមចៅ","Phnom Penh Capital","រាជធានីភ្នំពេញ","Pur SenChey Khan","ខណ្ឌពោធិ៍សែនជ័យ","Chaom Chau 3 Sangkat","សង្កាត់ចោមចៅទី៣","Prey Pring Khang Tboung 2","ព្រៃព្រីងខាងត្បូង២","11.52463","104.826938","https://www.google.com/maps?q=11.52463,104.826938"
"109","BAN02","Ra Market","ផ្សាររា","Banteay Meanchey","បន្ទាយមានជ័យ","Paoy Paet Municipality","ក្រុងប៉ោយប៉ែត","Paoy Paet Sangkat","សង្កាត់ប៉ោយប៉ែត","Poay Pet","ប៉ោយប៉ែត","13.65706","102.555661","https://www.google.com/maps?q=13.65706,102.555661"
"110","SPE03","Nha","ផ្សារញា","Kampong Speu","កំពង់ស្ពឺ","Kong Pisei","គងពិសី","","","","","11.339093","104.639515","https://www.google.com/maps?q=11.339093,104.639515"
"111","CHA05","Samrong Market","ផ្សារសំរោង","Tboung Khmum","ត្បូងឃ្មុំ","Memot","មេមត់","Memot","មេមត់","Memot Phsar","មេមត់ផ្សារ","11.80194","106.118803","https://www.google.com/maps?q=11.80194,106.118803"
"112","PNP08","Sen Metrey Market","ផ្សារសែនមេត្រី","Phnom Penh Capital","រាជធានីភ្នំពេញ","Mean Chey Khan","ខណ្ឌមានជ័យ","Stueng Mean chey 3 Sangkat","សង្កាត់ស្ទឹងមានជ័យទី៣","","","11.538119","104.879309","https://www.google.com/maps?q=11.538119,104.879309"
"113","KAN","Winner Factory Market","ផ្សារវីននេរ Factory","Kandal","កណ្ដាល","Ta Khmau Municipality","ក្រុងតាខ្មៅ","Ta Khmao Sangkat","សង្កាត់តាខ្មៅ","Ta Khmao","តាខ្មៅ","11.45521","105.001184","https://www.google.com/maps?q=11.45521,105.001184"
"114","PNP08","Sen Metrey Market","ផ្សារសែនមេត្រី","Phnom Penh Capital","រាជធានីភ្នំពេញ","Mean Chey Khan","ខណ្ឌមានជ័យ","Stueng Mean chey 3 Sangkat","សង្កាត់ស្ទឹងមានជ័យទី៣","","","11.538106","104.879352","https://www.google.com/maps?q=11.538106,104.879352"
"115","SPE01","Samaki Market","ផ្សារសាមគ្គី","Kampong Speu","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","Samrong Tong","សំរោងទង","Samrong Tong Leu","សំរោងទងលើ","11.49301","104.658664","https://www.google.com/maps?q=11.49301,104.658664"
"116","BAT01","Rong Lkorn Market","ផ្សាររូង លកូរន","Battambang","បាត់ដំបង","Battambang Municipality","ក្រុងបាត់ដំបង","","","","","13.095057","103.191703","https://www.google.com/maps?q=13.095057,103.191703"
"117","ODD02","Andoung 3  Market","ផ្សារានដអូង 3","Oddar Meanchey","ឧត្ដរមានជ័យ","Anlong Veaeng","អន្លង់វែង","Anlong Veaeng","អន្លង់វែង","","","14.082096","104.095157","https://www.google.com/maps?q=14.082096,104.095157"
"118","BAT02","Phnomsampov","ផ្សារភ្នំសំពៅ","Battambang","បាត់ដំបង","Banan","បាណន់","Phnum Sampov","ភ្នំសំពៅ","Phnum Sampov Lech","ភ្នំសំពៅលិច","13.030088","103.101665","https://www.google.com/maps?q=13.030088,103.101665"
"119","KAN","Takhmao New Market","ផ្សារតាខ្មៅថ្មី","Kandal","កណ្ដាល","Ta Khmau Municipality","ក្រុងតាខ្មៅ","Ta Khmao Sangkat","សង្កាត់តាខ្មៅ","Ta Khmao","តាខ្មៅ","11.488603","104.941958","https://www.google.com/maps?q=11.488603,104.941958"
"120","SPE03","Srong Market","ផ្សារស្រូង","Kampong Speu","កំពង់ស្ពឺ","Kong Pisei","គងពិសី","","","","","11.29527","104.626352","https://www.google.com/maps?q=11.29527,104.626352"
"121","PNP06","Sam Han Market","ផ្សារសាម ហាន","Phnom Penh Capital","រាជធានីភ្នំពេញ","Russey Keo Khan","ខណ្ឌឫស្សីកែវ","Tuol Sangkae 1 Sangkat","សង្កាត់ទួលសង្កែទី១","Toul sangke","ទួលសង្កែ","11.590811","104.907432","https://www.google.com/maps?q=11.590811,104.907432"
"122","PRE","Kamchay Mear Market","ផ្សារកាមចាយ មេារ","Prey Veng","ព្រៃវែង","Kamchay Mear","កំចាយមារ","","","","","11.616944","105.687408","https://www.google.com/maps?q=11.616944,105.687408"
"123","SPE01","Talat Market","ផ្សារតាលាត","Kampong Speu","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","Chambak","ចំបក់","","","11.344461","104.323328","https://www.google.com/maps?q=11.344461,104.323328"
"124","TAK01","Takao Market","ផ្សារតាកែវ","Takeo","តាកែវ","Doun Kaev Municipality","ក្រុងដូនកែវ","","","","","10.980898","104.777986","https://www.google.com/maps?q=10.980898,104.777986"
"125","PNP06","Tom Noup","ផ្សារទំនប់","Phnom Penh Capital","រាជធានីភ្នំពេញ","Russey Keo Khan","ខណ្ឌឫស្សីកែវ","Tuol Sangkae 2 Sangkat","សង្កាត់ទួលសង្កែទី២","","","11.591152","104.89793","https://www.google.com/maps?q=11.591152,104.89793"
"126","KAM03","Kansom Ak Market","ផ្សារកានសូម ាក","Kampot","កំពត","Banteay Meas","បន្ទាយមាស","Banteay Meas Khang lech","បន្ទាយមាសខាងលិច","Banteay Meas","បន្ទាយមាស","10.656226","104.636838","https://www.google.com/maps?q=10.656226,104.636838"
"127","STU03","Thom Thmey Siem Pang Market","ផ្សារធំថ្មី សីេម ពាង","Stung Treng","ស្ទឹងត្រែង","Siem Pang","សៀមប៉ាង","","","","","14.112644","106.374699","https://www.google.com/maps?q=14.112644,106.374699"
"128","BAN02","Ou Snguot Chas","ផ្សារអូរស្ងួតចាស់","Banteay Meanchey","បន្ទាយមានជ័យ","Mongkol Borei","មង្គលបូរី","Banteay Neang","បន្ទាយនាង","Banteay Neang","បន្ទាយនាង","13.468883","103.012507","https://www.google.com/maps?q=13.468883,103.012507"
"129","PUR01","Phar Tom Tmey Pursat","ផ្សារផារ តូម ថ្មី ពោធិ៍សាត់","Pursat","ពោធិ៍សាត់","Pursat Municipality","ក្រុងពោធិ៍សាត់","","","","","12.538673","103.920547","https://www.google.com/maps?q=12.538673,103.920547"
"130","SVA03","Somroung Market","ផ្សារសំរោង","Svay Rieng","ស្វាយរៀង","Romeas Haek","រមាសហែក","Angk Prasrae","អង្គប្រស្រែ","Angk Prasrae","អង្គប្រស្រែ","11.310054","105.822382","https://www.google.com/maps?q=11.310054,105.822382"
"131","KAN","Roka Kaong","ផ្សាររូកា កៅង","Kandal","កណ្ដាល","Mukh Kampul","មុខកំពូល","Roka Kong Ti Pir","រកាកោង ទី ២","","","11.848463","104.994598","https://www.google.com/maps?q=11.848463,104.994598"
"132","PNP08","Piphub Tmey Chomkadong2","ផ្សារពិភពថ្មី ចំការដូង២","Phnom Penh Capital","រាជធានីភ្នំពេញ","Dangkao Khan","ខណ្ឌដង្កោ","Dangkao Sangkat","សង្កាត់ដង្កោ","Khva","ខ្វា","11.504952","104.884225","https://www.google.com/maps?q=11.504952,104.884225"
"133","PNP07","Olympic Market","ផ្សារអូឡាំពិក","Phnom Penh Capital","រាជធានីភ្នំពេញ","Doun Penh Khan","ខណ្ឌដូនពេញ","Boeng Reang Sangkat","សង្កាត់បឹងរាំង","","","11.553367","104.91161","https://www.google.com/maps?q=11.553367,104.91161"
"134","PUR01","Pou Puy Market","ផ្សារពោធិ៍ពុយ","Pursat","ពោធិ៍សាត់","Pursat Municipality","ក្រុងពោធិ៍សាត់","","","","","12.53212","103.911695","https://www.google.com/maps?q=12.53212,103.911695"
"135","PRH01","Thnal Bombek Market","ផ្សារថ្នល់បំបែក","Preah Vihear","ព្រះវិហារ","Kuleaen","គូលែន","Kuleaen Tboung","គូលែនត្បូង","Kuleaen Tboung","គូលែនត្បូង","13.818551","104.808616","https://www.google.com/maps?q=13.818551,104.808616"
"136","STU02","Siem Bouk","ផ្សារសីេម បអូក","Stung Treng","ស្ទឹងត្រែង","Siem Bouk","សៀមបូក","Siem Bouk","សៀមបូក","Siem Bouk","សៀមបូក","13.387815","106.079282","https://www.google.com/maps?q=13.387815,106.079282"
"137","PUR03","Boeng Khna Market","ផ្សារបឹង ខនា","Pursat","ពោធិ៍សាត់","Bakan","បាកាន","","","","","12.634648","103.725567","https://www.google.com/maps?q=12.634648,103.725567"
"138","KAN","Thnol Chin Market","ផ្សារថ្នល់ចិន","Kandal","កណ្ដាល","Ta Khmau Municipality","ក្រុងតាខ្មៅ","Ta Khmao Sangkat","សង្កាត់តាខ្មៅ","Ta Khmao","តាខ្មៅ","11.454636","105.031848","https://www.google.com/maps?q=11.454636,105.031848"
"139","PNP02","Samaki Market","ផ្សារសាមគ្គី","Phnom Penh Capital","រាជធានីភ្នំពេញ","Tuol Kouk Khan","ខណ្ឌទួលគោក","Phsar Depou Ti Muoy Sangkat","សង្កាត់ផ្សារដេប៉ូទី ១","","","11.567715","104.900793","https://www.google.com/maps?q=11.567715,104.900793"
